,sentence,label
1209,"çocuğumuz olunca sorduk soruşturduk. herkes prima dedi, hatta aman başka marka denemeye bile kalkmayındediler. bizde tecrübeye güvendik kullanıyoruz. memnunuz, şikayetimiz yok",1
1210,"prima bebek bezleri oldukça kaliteli ve fiyat olarakta  en uygun hepsi burada ,diğer ürünlerde de aynı şekilde süper hizmet hızlı kargo teşekkürler ...",1
1211,kaliteli,1
1212,uzun zamandır  samsung marka telefon kullanıyorum şuanki telefonumda samsung ama en başında beri hep yavaş çalışıyor ve donuyor. iyi bir marka ve ışık hızında olabilir ama bu fiyat samsung için çok fazla bu benim görüşüm,0
1213,güzel ürün tavsiye ederim,1
1214,"2 çocuğumuz içinde bu üründen başkasını kullanmadık,emiciliği cilde uyumu gayet iyi.sık kullanım yapanlar içinde gayet ekonomik bir ürün marka güvenilirliği bence tam puanı hak ediyor ekonomi şartları gereği olsa gerek biraz zamlanmasına rağmen mahale marketlerine göre halen uygun fiyatlı.gönül rahatlığı ile tavsiye ederim.",1
1215,prima olunca tereddüt etmeye gerek yok.,1
1216,fiyat perfomans oranı güzel ama diğer sitelerdede benzer fiyatları mevcut. hb ye alışık olduğum için burdan aldım. kargo çok hızlı,1
1217,tv dokunmatik kumanda bulunmuyor.!! kendi kumandası bozulduğunda nasıl açıp kapatacağız acaba. ne dahice ya. bilsem almazdım !!!!,0
1218,teşekkürler hepsiburada,1
1219,bu paraya normal görüntü led tvlerden karanlık ve mat pc de denedim tatmin edici değil,0
1220,ben kendim anlamam eşime buradaki ürünü  gösterdim fiyat piyasadan ucuz olduğunu söyledi  al dedi aldım daha  önce kullandıklarından çok iyi olduğunu söyledi kargo hızlı eee o zaman bana da almak düşüyor hepsiburada ya teşekkür ediyorum,1
1221,gücü çok iyi. isı ve hız ayarlaması da ideal. çeyizim için aldım. umarım uzuuuun yıllar kullanırım. bu fiyata bu ürün kaçmazzzzz,1
1222,eskiden daha kaliteli idi.fakat yine de piyasadaki en iyi ürün diyebilirim.kargo da bedava olursa tadından yenmez.,1
1223,4 aylik bebegime ilk doğduğu günden itibaren kullanmaktayim yavrucugum ishal olmasina ragmen en ufak bir kacirma sizdirma olmadi ve oldukca rahat ediyor pitircigim kesinlikle tavsiye ediyorum pisman olmazsiniz ve fiyat olarakca cok iyi,1
1224,prima rusca yazan paketindeki urunler feci sizdiriyor ve cocugu rahatsiz ediyor. daha once aldigim urunler daha kalin ve sizdirmiyordu. istedigim urun satisa sunulmayana kadar alisveris yapmayi dusunmuyorum.,0
1225,gayet güzel hesapli ekonomi̇k kullanişli ,1
1226,sipariş elime kargodan dolayı çok geç ulaştı. ancak ürün fiyatına göre gayet başarılı. tavsiye edilir :),1
1227,bezler değişmiş incelmis sizdiriyo iade ettim.,0
1228,"kusursuz ürün, teşekkürler hb",1
1229,"hem uygun hem güzel, alınabilir..",1
1230,bende orjinali var ama kokusu kalıcı değil kokusu güzel ama,0
1231,"klavye koruyucu silikon yapışmayan bir kaplama ve tuşlar zar zor seçiliyor, kullanışsız. koruyucuları hava kabarcığı olmadan takmak çok zor.  defalarca denedim olmadı hepsini attım.     ",0
1232,kalite tesadüf değildir. ,1
1233,bu ürünü marka ismi nedeniyle aldık. ancak tam bir fiyasko. tablet kapağı hep takılıyor veya açılmıyor bulaşıkları 2 kere yıkamak durumunda kalıyoruz. tablet konulan yerin karşısına tabak koymamak lazım. yerli bir makine almanızı tavsiye ederim.,0
1234,kaliteli ve uygun fiyat.,1
1235,alt açma bezi̇ çok zayif..,0
1236,sürekli buradan alıyorum hiç bir sorun ile karşılaşmadım fakat son aldığım 5 numara  bez çok kötü ilk defa başıma geldi bebeğim üstü her sabah ıslak kalkıyor bez sızdırıyor. i̇şallah düzeltilir.,0
1237,hepsiburada.com'a sunmuş olduğu kaliteli hizmet ve uygun fiyattan dolayı teşekkür ederim.,1
1238,hiç bir etkisi yok. yorumlara bakıp almıştım ama yanıldım. ilk defa aldığım bir üründen pişman oldum.,0
1239,problemsiz.,1
1240,yorumlara aldanarak aldık ama çok pişmanım her kaka yaptığında az da yapsa çok ta yapsa mutlaka ama mutlaka bacaklarından yada sırtından taşırıyor her alt değiştiğimizde kıyafette değiştiriyoruz bu bezin sayesinde.. kalan paketleri çöpe atıcam böyle bişey olamaz ... kaliteli marka diye aldanıp sakın satın almayın sinir sahibi olursunuz... görüp görebileceğiniz en kötü bez olduğuna emin olun başka ne diyim sakın ama sakın satın almayın!!!!!!!!,0
1241,üründen çok memnunum piyasadaki en uygun fiyat ve süper hızlı gönderi. prima'nın kaliteside belli.teşekkürler   hepsiburada.,1
1242,premium care den çok çok kötü kalitesi ,0
1243,lamba plastikten yapılmış. ancak adi ve kötü kokan bir plastik. kaliteli bir ürün değil. bu tip plastiklerin sağlık açısından zararlı olduğu biliniyor. burada yazan yorumlara güvenerek almıştım. şimdi iade ediyorum. ,0
1244,koku güzel hoş bir koku fakat kalıcılığı için aynı şeyi söyleyemeyeceğim biraz daha kalıcı olabilirmiydi diye düşünüyorum. sonuçta orijinalini alıyoruz.,0
1245,"emiciliği, sızdırmazlığı çok iyi bir ürün problem yaşamadan kullanıyoruz.",1
1246,ne olmuş prima yenilik yapacağız derken batirmislar. bez çok fazla sizdiriyor,0
1247,fiyat piyasaya göre oldukça uygun ve makul bir sürede teslim edildi. tavsiye ediyorum. ,1
1248,"hiç bir işe yaramıyor, kullandım",0
1249,bezlerin sizdirma gibi bi sorunu yok gayet güzel 4 beden almistik yeni bi kampanya bekliyorum 5 beden de alıcam.,1
1250,denedigimiz diğer bezlerde hep pişik sorunu yaşadık. primaya geçince gerçekten çok rahatladık. kalite olarak tartışılmaz. ,1
1251,piyasanın yarı fiyatına.e satışın %30 ucuzuna hepsi buradadan aldin.ertesi gun elime ulasti.plastik yuseyi cok kaliteli degil acikcası ama kuruma performansı ve sacları dolastırmayan elektriklendirmeyen iyonlu hava sistemi cok iyi.garantisi bitene kadar kullansan bile deger.arzum yani sonucta isim iyi,1
1252,"bu başlık, ortasındaki silikon daire sebebiyle çok sert fırçalıyor. yumuşak fırçalama sevenler için hiç kullanışlı değil, bir daha almayı düşünmüyorum. ",0
1253,dar kapi altları icin kullanışlı ancak giriş kapısı icin almıştım olmadı,0
1254,"kahveyi bardağa koyup karıştırmaya üşenenler alsın derim. hazır kahveyle  espresso, cappuccino, americano yapamazsınız. makinenin de tek yaptığı sütü köpürtmek zaten. ",0
1255,2iz çocuğum var ucuz diye diğer ürünleri denedim ama hepsi dandik be kardeşim kimisinin cırt bantı kopar kimisi dışına taşırır diyecem o ki prima kalite bizimkiler 5 numara kullanıyo akşam bi takıyom sabaha kadar en azından bez rahatsızlığından dolayı kalkmıyorlar,1
1256,ürün zaten kaliteli..gönderim çok hızlı..teşekkürler...,1
1257,ürünün dijital performansı iyi ancak hareketli aksamı çok sağlıksız. ortadaki hareket eden aparat daha bir hafta olmadan sağa sola hareket etmeye başladı kendiliğinden. ,0
1258,bir yıldır kullanmaktayız çok çay için biriyim günde 4-5 sefer çay demlerim çok çabuk kaynatıyor çayıda iyi oluyor görünüşüde çok şık amaaaa bir yılda bozuldu alttaki elektrik açma anahtarı bozuldu bence yoğun kullanmalara fazla dayanmıyor alıcakların bilgisine.,0
1259,sürekli primsiz premium care kullandık ama bu bezi alınca yeterli olduğunu ve sızdırmadığınız görerek buna devam ettik. ,1
1260,peek kullanışlı değil,0
1261,herkese keyifli alışverişler dilerim.,0
1262,"(+)olumlu tarafları:  0.9"" slim design +180derece açılır ekran + korumalı ekran + i5 6.nesil",0
1263,bütün bezleri denedim ama bebeğimin hassas cildine en iyi davranan bez teşekkürler hb,1
1264,i̇nanilmaz kaliteli bir urun. ogluma dogdugundan beri prima kullaniyorum. kesinlikle tavsiye ederim. asla sizdirma yapmiyor. gece 12 saat kuruluk sozunu sonuna kadar tutuyor. hic dusunmeden alin derim. fiyatta cok uygun tesekkurler hepsiburada.com,1
1265,alt ve üst kısımlarda taşma ya da dökülmeyi önlemek için çeper yapılmış ancak bu içeride bir miktar sıvı kalmasına sebep oluyor (mesela akşamdan kalan çay bir türlü dökülmüyor),0
1266,her zamankinden farklı geldi kalitesiz sizdiriyor tavsiye etmem,0
1267,kullanıyoruz kullanmaya devam edeceğiz.,1
1268,ürün 5 yıl önceki tv ler gibi arkası baya kalın görüntü kalitesi full hd uydu alıcısı kullanırsan belki iyi olabilir ama normal uydu alıcısında çok kötü bu paraya ne bekliyosun denilebilir ama bu kdar kötü bir performansta olmaz. ,0
1269,urunun benzer daha ucuz fiyatlilari her avm de bulabilirsiniz . ben ozel bi durum vardir diye dusundum. kalitesiz,0
1270,çok iyi...??,1
1271,tam bir fiyat perf ürünü.  hava akımı baya kuvvetli...tavsiye ederim...,1
1272,pri̇ma 1 numara başka tanimam hepsi̇ burada da 1 numara si̇te,1
1273,denediklerimden en iyi ve en memnun kaldığım bez tavsiye ederim kesinlikle ??,1
1274,cocugumuz 2 yasinda ve dogdugu gunden beri prima kullaniyorduk..ta ki radikal bir karar verip fiyat rekabeti icin kalitenizden odun verene kadar..bu urun prima kalitesine yakismiyor..,0
1275,özelliklerine göre çok pahalı,0
1276,ürün çok geç elime ulaştı,0
1277,ürünler güzel tavsiye ederim,1
1278,klavye koruyucu hariç diğerleri kötü.,0
1279,"bu üründen daha önce almış kullanmış ve çok beğenmiştim. daha sonra bir tane daha sipariş verdim, gelen ürünün ilki ile hiç alakası yoktu, sıktığınız zaman kahverengi renkte sanki paslı gibi köpük şeklinde bir sıvı çıkıyordu, kokusu çok ağırdı ve tene değdiğinde yakıcıydı, son kullanma tarihini de kontrol ettim ama süresinin dolmasına yaklaşım 9 ay falan vardı, tabi ki kullanmadan direk çöpe attım. sanırım bu ürün bozuldu dedim ve daha sonra geçen hafta yine bir tane daha sipariş verdim, bu üründe ay şekilde çıktı. belirttiğim hususları ürünün üreticilerinin ve ürünü almayı düşünenlerin göz önünde bulundurmasını tavsiye ediyorum. hepsi burada ya da hızlı gönderim için teşekkür ediyorum...",0
1280,bedava olması bir jest ,0
1281,ürün şemsiye kumaşının içerisine 2 adet sünger koyulmasından ibaret ve kapıma 5 cm kısa geldi. yine de normal süngerlere göre iyi.,0
1282,ürün bir gün gecikmeli geldi önemli değil bu ancak ürün iyi değil.,0
1283,"verdiğim iki yıldız kesinlikle ürüne değildir, sitenin verdiği hizmetedir. aynı gün kargo demesine rağmen ürünü bir gün gecikmeli olarak kargoya verip, benim maddi zarara uğramama neden oldular. bu siteden ürün almak ile ilgilenen arkadaşlara, ürün  satın almadan önce veya aldıktan hemen sonra müşteri hizmetlerine danışmanızı öneriyorum.",0
1284,arkadaşlar sakin olaki̇  hali̇hazirdaki̇ bi̇lgi̇sayariniz i̇çi̇n bu ürünü satin almayin hedi̇ye olarak olabi̇li̇r ama di̇ğer şeki̇lde vereceği̇ni̇z paraya yazik olur.,0
1285,hepsiburada sayesinde hesapli alisveris yaptim. bu jumbo boy paket heryerde bulunmuyor.,1
1286,hi̇çbi̇r etki̇si̇ni̇ görmedi̇m arkadaşlar. paranizi çöpe atmayin.,0
1287,"bu fiyat eder mi bilmem ama ürün ne görselde ki gibi ne de bahsedildiği kalitede çıktı. tamamen amatörce imal edilmiş. beden olarak sıkıntı yaşamadım ancak, kumaşı kesimi ve dikimi profesyonel değil. hepsiburada.com'dan şimdiye dek yapmış olduğum alışverişte beklentimin üzerinde kalitede ürünler geldi ancak bu ürün beni tatmin etmedi.",0
1288,"samsung kalitesi tartışılmaz, bataryası çok meşhur. bomba gibi telefon daha ne denir",0
1289,kaliteli ürün ve hızlı kargo için teşekkürler,1
1290,i̇ki yasimdaki ogluma dogumundan beri kullandigim bebek bezini cogu kere de hepsiburadadan siparis verdim.ancak son gelen bebek bezi cok kotu cikti.sabah sırılsıklam uyanıyor oğlum mecbur başka bir bez alacagim.,0
1291,çok gürültülü değil ve ölçüleri ideal. türk markası olması da tercih nedenim oldu. kampanyada almaya değer,1
1292,"ürün kasası metal ve kaliteli,şarj etme hızı güzel , fakat boyut ve kapasitesine göre şarj etme gücü cok zayıf. iphone5 telefonu 2 sefer şarj edince bitiyor. ve tek diş kalınca şarjı kesip tekrar vermeye başlıyor. yani telefon sürekli yeniden şarja takılmış gibi 5 dakikada bir titreşiyor. bu fiyata plastik kasalı ama çok daha yüksek kapasiteli cihazlar almanızı tavsiye ederim. heleki iphone 6 cihazı 2 sefer bile dolduramıyan bir cihaza bu para fazla",0
1293,uygun fiyatlı olması adresinize kadar kısa sürede teslim edilmesi hepsiburada güvencesi biraraya gelince aldım tekrar alacağım en uygun burada,1
1294,çok avantajlı bence ve seve seve kullanıyoruz tavsiye ederim,1
1295,ortalikta ci̇ri̇t atiyorlar. belki̇ tarla yada lağim fareleri̇ne etki̇ yapar. si̇nekler üzeri̇ne konuyor. aldatmaca işiği yanip sönüyor. yanliz gece lambasi olarak kullanabi̇li̇rsi̇ni̇z.,0
1296,defalarca sızdırma konusu yazılmış bugüne kadar bir tanesi bile sizdiramadi.  kullandığım prima bez sayısı 3000 üstündedir. eski bezler daha kaliteli ve daha kullanisliydi. yeni bezler biraz malzeme kalitesi düşük ve bant yerleri sert çekince kopuyor. onun harici bir sorunu yok ama doğruya doğru  prima kalitesini düşürdü.,1
1297,çok kötü özensiz yapılmış bir iş olursa olur niteliğinde,0
1298,ben aldigimda fiyati daha uygundu hatta internette en uygun fiyatti. suan hala oglum icin kullaniyoruz tavsiye ederim. ,1
1299,eski prima daha iyiydi sabaha kadar tek bezle sizdirma yoktu ama su yenilenen 3 kanalli ile surekli gunduz bile sizdirmalar mevcut,0
1300,9 aylık bebeğimizde kullanıyoruz herhangi bir sıkıntısını görmedik.,1
1301,kumandası hiç iyi değil.kumandada hiç tuş yok kullanması zor oluyor,0
1302,hayirli satislar dileriz.,1
1303,teknik özelliklerine bakıldığında bu fiyatı hak etmeyen bir telefon maalesef. ,0
1304,primayı gönül rahatlığıyla önerebilirim.hem hesaplı hem kaliteli.,1
1305,arkadaşımın tavsiyesi zerine aldım ve çok memnunum.,1
1306,gelen ürün prima değil yurt dışında satılan pampers ve kalitesi de ona göre daha düşük,0
1307,üründen ve aldığım fiyattan çok memnunum.,1
1308,yemeklerde asiri rahatsiz edici koku yapior onun disinda gayet pisirimi cok guzel..,0
1309,daha ucuzu bulan varsa söylesin....,1
1310,"güzel hesaplı ürün, hızlı kargo",1
1311,prima aktif bebek harika ürün hepsiburada imkanıyla gayet uyguna geliyor.,1
1312,ürünün üzerine sinek konuyor çalışırken gerisini siz düşünün sadece süs ,0
1313,güzel bir ürün  oldukça kaliteli ve ucuz ,1
1314,"cok memnun kaldik , fiyatida gayet iyi aldik hebsiburada.com 'a  guveniyorum tskler",1
1315,tüm bebekbezi alımlarımı hb' dan yapıyorum. piyasadaki en ucuz fiyatı her zaman hb' da buluyorum. marketlerdeki fiyatlardan daima daha ucuz. en geç iki gün içinde eve teslim ediliyor. ,1
1316,çocuklarım için kullandığım tüm bezler içinde prima markasıda dahil olmak üzere en memnun kaldığım bez oldu.çocuklarımı bu bezle büyüttüm büyütmükteyimde...muhakkak denenmeli . aylık plus pakete gelince ekonomik ve ikide bir bez bitti yenisini alalım meşguliyeti yaşanmadan  rahatça kullanıyorsunuz.ekonomik olması ise cabası,1
1317,hızlı ve doğru ve zamanında teslim tavsiye ederim ,1
1318,güzel ürün memnunuz indirimli almıstım.,1
1319,"daha önceden satın alıyordum, herhangi bir sorun yoktu.",0
1320,kullanımı zor. işi kolaylaştıracak aparat yok. arka koruyucu büyük geliyor ve en ufak müdahalede kötü duruyor. ,0
1321,ürün gayet gösterişli. lakin çay dökerken emziginden akıtıyor. tavsiye etmem.  pişman oldum.,0
1322,bir özelliği 4k olması onun dışında sıran bir tv akıllı kumanda özelliği bile yok benim için önemli idi aldığımda olmadığını görünce üzüldüm geride iade edemedim elimde patladı.,0
1323,arkadaşımın aldığı ürün süper hızlı kargoyla 1 haftadaır halen kargo sırasında tebrikler hepsiburada,0
1324,"kalitesi belli olan bir ürün, sızdırmazlık özelliği çok önemli ",1
1325,bağlantı elemanları sorunlu. borularında delik eksiği var. cıvatalar çok kısa somunları tutmuyor. tasarımı hoşumuza gittiği için almıştık şimdi memnun değiliz. ,0
1326,fiyat olarak mağazadan aldığınızdan çok daha uyguna geliyor ve kalite olarak hiç bi fark yok,1
1327,günlük kullanım için tavsiye edililebilir,0
1328,harika bir ürün çok memnunum en uygun fiyattı da burada ,1
1329,yeni ürünler daha emici diye reklam yapılıyor ama eskisine nazaran daha çok sızdırıyor. kullanım ve rahatlık olarak eskilerinden daha iyi ama sızdırmazlık kötü. ,0
1330,i̇stenileni veriyor.,1
1331,pri̇ma kali̇tesi̇ tartişilmaz tabi̇ki̇de ama i̇nternetten alinnan i̇le marketten aldiğiniz arasinda fark edi̇lecek bi̇r i̇nceli̇k söz konusu.,0
1332,"ben ürünü çok sevdim. hız ve sıcaklık kademeleri yeterli, son dereceye getirmenize gerek bile kalmıyor. ayrıca yanında difüzörünün olması da çok iyi :)",1
1333,makineyi 2 yıl kullandım. servisle arkadaş olduk.sürekli arıza verdi parça değişti .  yıkaması ilk günden çok kötüydü. en iyisinden en kötüsüne tüm deterjanları denedim nafile. bardakları kaç kere değiştim hatırlamıyorum. ben önermiyorum şimdi eskiyi getir yeniyi götür kampanyası bekliyorum. hurdaya anlayacağınız. ,0
